SINO,JOb_Title,Position,Company,Location,State,Address
916,Design Engineer - Secret Clearance Required,Full-Time,Altair,"Clearfield, UT


View 1 more",UT,"Somerset,2001NolteDrivePaulsboro,Rockville,View1moreClearfield,View1more"
917,Construction Materials Testing Technician / Special Inspector (ICC Certified),Full-Time,Kleinfelder,"Greensboro, NC


View 4 more",NC,"Somerset,2001NolteDrivePaulsboro,Rockville,View1moreClearfield,View1moreGreensboro,View4more"
918,Cloud Engineer,Full-Time,"TEKsystems, Inc","San Jose, CA",CA,"SanJose,"
919,Cryptanalytic Computer Network Operations Development Program (C2DP) - Entry/Mid-Level,Full-Time,National Security Agency (NSA),"Fort Meade, MD",MD,"FortMeade,"
920,Laboratory Manager (Analytical Development),Contractor,Apex Life Sciences,"Emeryville, CA",CA,"Emeryville,"
921,Customer Service Associate,Full-Time,Miltenyi Biotec,"2303 Lindbergh Street

Auburn, CA",CA,"Emeryville,2303LindberghStreetAuburn,"
922,Program Scheduler V - Active Secret Clearance Required,Full-Time,Altair,"Los Angeles, CA",CA,"LosAngeles,"
923,Accountant,Full-Time,Altair,"Minnetonka, MN",MN,"Minnetonka,"
924,Administrative Assistant L2,Full-Time,Altair,"Raymond, OH",OH,"Raymond,"
925,Systems Engineer- Rapid Development,Full-Time,Battelle Memorial Institute,"Columbus, OH


View 1 more",OH,"Raymond,Columbus,View1more"
926,Labor Compliance Officer (ID# 34079)(Labor Compliance Officer),Full-Time,WSP / USA,"Sacramento, CA",CA,"Sacramento,"
927,Geotechnical Engineer,Full-Time | Pay: $60k - $150k/year,CyberCoders,"Washington, DC",DC,"Washington,"
928,Staff Engineer I - Water/Wastewater,Full-Time,HR Green,"Houston, TX",TX,"Houston,"
929,Regulatory Labeling Specialist,Contractor,Apex Life Sciences,"denver, CO",CO,"denver,"
930,Entry Level Construction Materials Testing Technician,Full-Time,Kleinfelder,"Hayward, CA


View 1 more",CA,"denver,Hayward,View1more"
931,Construction Engineering and Inspection (CEI) Technicians,Full-Time,Kleinfelder,"Greensboro, NC


View 1 more",NC,"denver,Hayward,View1moreGreensboro,View1more"
932,Water Sampler (Technical Assistance Provider),Full-Time,Indiana University,"Bloomington, IN",IN,"Bloomington,"
933,Administrative Assistant,Full-Time,Renova Environmental Services LLC,"Ocean Township, NJ",NJ,"OceanTownship,"
934,Contracts and Grants Specialist II (630-100),Full-Time,Universities Space Research Association,"Columbia, MD",MD,"Columbia,"
935,Systems Engineer / Security Devices,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
936,Intelligence Analyst,Full-Time,Scientific Research Corp,"Augusta, GA


View 1 more",GA,"NorthCharleston,Augusta,View1more"
937,Electrical Engineer,Full-Time,Scientific Research Corp,"Atlanta, GA",GA,"Atlanta,"
938,Civil Construction Manager,Full-Time,Scientific Research Corp,"North Charleston, SC


View 3 more",SC,"Atlanta,NorthCharleston,View3more"
939,CAD Technician I,Full-Time,Scientific Research Corp,"Augusta, GA",GA,"Augusta,"
940,Technical Services Engineer,Full-Time | Pay: $0 - $95k/year,The Albrecht Group,"Cleveland, OH",OH,"Cleveland,"
941,Toxicologist,Full-Time,"Allied Search Partners, LLC","Boston, MA",MA,"Boston,"
942,Product Manager,Contractor,Solomon Page,"New York, NY",NY,"NewYork,"
943,Labor Compliance Officer,Full-Time,WSP | Parsons Brinckerhoff,"Sacramento, CA",CA,"Sacramento,"
944,Federal Tax Manager,Full-Time | Pay: $100k - $130k/year,CyberCoders,"Chicago, IL",IL,"Chicago,"
945,Systems Integrations Tech II US,Full-Time,Apex Systems,"Redwood City California, CA",CA,"RedwoodCityCalifornia,"
946,Certified Welding Inspector (CWI),Full-Time,Kleinfelder,"Pittsburg, CA",CA,"Pittsburg,"
947,"Construction Planner (Utility Electric, Substations and Transmission & Distribution experience)",Full-Time,Kleinfelder,"Albany, NY


View 1 more",NY,"Pittsburg,Albany,View1more"
948,Research Associate II,Contractor,Townsend & Associates,"230 East Grand Avenue

South San Francisco, CA",NY,"Pittsburg,Albany,View1more"
949,Engineering/R&D Manager,Full-Time,Xylem,"College Station, TX",TX,"CollegeStation,"
950,Network Engineer,Full-Time,Vencore,"Bernards, NJ",NJ,"Bernards,"
951,Software Engineer (Windows/Linux),Full-Time,Vencore,"Bernards, NJ",NJ,"Bernards,"
952,Linux Systems Administrator,Full-Time,Vencore,"College Park, MD",MD,"CollegePark,"
953,Cloud Computing/Server Administrator,Full-Time,Vencore,"College Park, MD",MD,"CollegePark,"
954,New Product Development Director,Full-Time,Calbee North America,"2600 Maxwell Way

Fairfield, CA",CA,"CollegePark,2600MaxwellWayFairfield,"
955,Senior Research FPGA Engineer,Full-Time,BAE Systems,"Columbia, MD",MD,"Columbia,"
956,DMPK Metabolite Profiling Senior Director,Full-Time,WuXi AppTec,"Boston, MA


View 1 more",MA,"Columbia,Boston,View1more"
957,Scientific Affairs Liaison,Full-Time,Eurofins,"Lancaster, PA",PA,"Lancaster,"
958,"Senior Project Manager, Central Laboratory",Full-Time,Eurofins,"Lancaster, PA",PA,"Lancaster,"
959,Project Setup Manager,Full-Time,Eurofins,"Lancaster, PA",PA,"Lancaster,"
960,Research Associate,Contractor,"Integrated Resources, Inc","San Francisco, CA",CA,"SanFrancisco,"
961,Staff Engineer I- Transportation/ Highways,Full-Time,HR Green,"Houston, TX",TX,"Houston,"
962,Project Manager,Full-Time,Volt,"Kansas City, MO",MO,"KansasCity,"
963,Journal Operations Assistant/Associate,Full-Time,American Association for Cancer Research,"615 Chestnut Street

Philadelphia, PA",PA,"KansasCity,615ChestnutStreetPhiladelphia,"
964,GOPS Advanced Geolocation Engineer,Full-Time,Rincon Research Corporation,"Tucson, AZ",AZ,"Tucson,"
965,Telemetry Specialist,Full-Time,Rincon Research Corporation,"Tucson, AZ",AZ,"Tucson,"
966,Test & Evaluation Analyst - Software,Full-Time,Scientific Research Corp,"North Charleston, SC


View 2 more",SC,"Tucson,NorthCharleston,View2more"
967,Software Engineer I,Full-Time,Scientific Research Corp,"Huntsville, AL",AL,"Huntsville,"
968,Military Systems Specialist III,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
969,Financial Analyst - Senior,Full-Time,Scientific Research Corp,"Warner Robins, GA


View 1 more",GA,"NorthCharleston,WarnerRobins,View1more"
970,Physician/Attending - Physiatry/PM&R,Full-Time,Miami Children's Hospital,"Miami, FL


View 1 more",FL,"NorthCharleston,WarnerRobins,View1moreMiami,View1more"
971,DevOps Engineer (AWS),Full-Time | Pay: 115k - 130k /year,Kelly IT Resources,"San Diego, CA",CA,"SanDiego,"
972,Director of Talent Acquisition,Full-Time,ettain group,"Charlotte, NC",NC,"Charlotte,"
973,Food Safety and Sanitation Specialist,Full-Time,Apex Life Sciences,"Garland, TX",TX,"Garland,"
974,BIOMATERIALS COOP,Full-Time,Johnson & Johnson,"West Chester, PA",PA,"WestChester,"
975,Electrical Construction Manager,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
976,Clinical Molecular\Cytogeneticist Geneticist- Molecular Oncology,Full-Time,"Bio Reference Laboratories, Inc","Elmwood Park, NJ",NJ,"ElmwoodPark,"
977,Chief Engineer for Neurotechnology,Full-Time,Battelle Memorial Institute,"Columbus, OH",OH,"Columbus,"
978,Sr Software Engineer II - Clearance,Full-Time,Altair,"El Segundo, CA


View 1 more",CA,"Columbus,Segundo,View1more"
979,Structural Engineer,Full-Time,"Foth Production Solutions, LLC","Mehoopany, PA",PA,"Mehoopany,"
980,Engineers & Analysts with Polygraph Security Clearance,Full-Time,Cleared Connections,"Herndon, VA",VA,"Herndon,"
981,Visual Designer (Oil & Gas),Full-Time,Stefanini,"The Woodlands, TX",TX,"TheWoodlands,"
982,Research Assistant,Full-Time,Exponent,"149 Commonwealth Drive

Menlo Park, CA",CA,"TheWoodlands,149CommonwealthDriveMenloPark,"
983,Research Associate,Full-Time | Pay: $16.00 - $18.00/hour,Aerotek,"San Juan Capistrano, CA",CA,"SanJuanCapistrano,"
984,Quality Assurance Manager,Full-Time,Battelle Memorial Institute,"Norwell, MA",MA,"Norwell,"
985,Vice President of Innovations and Product Develop.,Full-Time,The Judge Group,"Stone Mountain, GA",GA,"StoneMountain,"
986,Field Service Engineer II/III,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
987,Mechanical Engineer IV,Full-Time,Altair,"Chandler, AZ",AZ,"Chandler,"
988,Quality Manager,Full-Time,Bodycote Thermal Processing,"675 Christian Lane

Berlin, CT",CT,"Chandler,675ChristianLaneBerlin,"
989,Electrical Engineer,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
990,UX Designer,Full-Time,Computer Futures,"Houston, TX",TX,"Houston,"
991,Training Specialist / Developer,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
992,PASD/Wiring Systems Engineer - PSP,Full-Time,Altair,"Auburn Hills, MI",MI,"AuburnHills,"
993,Strategic Planning Director,Full-Time,The United States Pharmacopeial Convention,"Rockville, MD",MD,"Rockville,"
994,Telemetry Nurse - (Tele RN),Seasonal/Temp,American Mobile,"Baltimore, MD


View 1 more",MD,"Rockville,Baltimore,View1more"
995,Senior Software Engineer,Full-Time | Pay: $120k - $150k/year,Frank Recruitment Group,"Cambridge, MA",MA,"Cambridge,"
996,Field Service Engineer - Southern California,Full-Time,Miltenyi Biotec,"Los Angeles, CA


View 1 more",CA,"Cambridge,LosAngeles,View1more"
997,Mechanical Inspector,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
998,Laboratory Technician-Formulations,Full-Time,Kelly Scientific Resources,"Cary, NC


View 1 more",NC,"NorthCharleston,Cary,View1more"
999,Senior UX Designer,Full-Time | Pay: $120k - $130k/year,HireStrategy,"Washington, DC",DC,"Washington,"
1000,Clinical Research Physician,Full-Time,PRIDE Health,"8400 Northwest 36th Street

Miami, FL",FL,"Washington,8400Northwest36thStreetMiami,"
1001,Communications Specialist,Full-Time,Vencore,"Arlington, VA",VA,"Arlington,"
1002,Software Developer (Python),Full-Time,Vencore,"College Park, MD",MD,"CollegePark,"
1003,Senior Technologist/Policy Advisor,Full-Time,Vencore,"McLean, VA",VA,"McLean,"
1004,Weather Observer - Alternate,Full-Time,Scientific Research Corp,"North Charleston, SC",SC,"NorthCharleston,"
1005,UI Designer,Contractor,Modis,"Spring, TX


View 1 more",TX,"NorthCharleston,Spring,View1more"
1006,General Admin - Fleet Associate,Full-Time,Altair,"New York, NY",NY,"NewYork,"
1007,Senior Financial Analyst- Controls/SOX,Full-Time,Altair,"Van Buren Charter Township, MI",MI,"NewYork,VanBurenCharterTownship,"
1008,Drafting/Designing Assoc - Clearance,Full-Time,Altair,"Dallas, TX",TX,"Dallas,"
1009,Engineer III - Electrical - Center for Bionic Medicine,Full-Time,AbilityLab,"Chicago, IL",IL,"Chicago,"
1010,Lab Services Associate,Full-Time,JLL,"Cambridge, MA",MA,"Cambridge,"
1011,Logistics Engineer,Full-Time,Scientific Research Corp,"North Charleston, SC


View 2 more",SC,"Cambridge,NorthCharleston,View2more"
1012,Civil Engineer,Full-Time,Scientific Research Corp,"Atlanta, GA",GA,"Atlanta,"
1013,Clinical Research Specialist,Full-Time,Confidential,"Seattle, WA",WA,"Seattle,"
1014,Land Surveyor,Full-Time,"Foth Infrastructure & Environment, LLC","Milwaukee, WI",WI,"Milwaukee,"
1015,Water Plant Operator,"Full-Time | Pay: $37,117 - $75,870/year",Tampa Bay Water,"2301 Regional Water Lane

Tampa, FL",FL,"Milwaukee,2301RegionalWaterLaneTampa,"
1016,Development Proposal Writer,Full-Time,Lucile Packard Foundation for Children's Health,"400 Hamilton Avenue

Palo Alto, CA",CA,"Milwaukee,2301RegionalWaterLaneTampa,400HamiltonAvenuePaloAlto,"
1017,Filter Testing Analyst,Full-Time,"Pace Analytical Services, Inc.","Maplewood, MN",MN,"Maplewood,"
1018,Senior Network Administrator,Full-Time,Scientific Research Corp,"Aberdeen Proving Ground, MD",MD,"AberdeenProvingGround,"
1019,Military Systems Specialist II/III,Full-Time,Scientific Research Corp,"Aberdeen Proving Ground, MD",MD,"AberdeenProvingGround,"
1020,Research Associate I,Contractor,Apex Life Sciences,"Seattle, WA",WA,"Seattle,"
1021,Associate Technical Writer,Full-Time,COOK PHARMICA,"Bloomington, IN",IN,"Bloomington,"
1022,Fleet Coordinator,Full-Time,"HDR, Inc.","Nashville, TN",TN,"Nashville,"
1023,Translational Development Coordinator,Contractor,Yoh,"Seattle, WA",WA,"Seattle,"
1024,Independent Designer (Trust & Safety),Full-Time,Apex Systems,"San Francisco, CA",CA,"SanFrancisco,"
